_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,task,task:confidence,what_is_the_first_letter_of_the_currently_verified_term,orig__golden,answer1,answer2,orig_task,task_gold,task_gold_reason,what_is_the_first_letter_of_the_currently_verified_term_gold
568819850,false,finalized,3,10/9/2014 15:38:27,1,1.0,"s
s
s",,Yes,No,Is the concept 'Spinal Nerve Plexus' relevant for the domain of Human Anatomy?,,,
568819851,false,finalized,3,10/9/2014 15:34:23,1,1.0,"l
l
l",,Yes,No,Is the concept 'Lumbosacral Plexus' relevant for the domain of Human Anatomy?,,,
568819852,false,finalized,3,10/9/2014 15:42:54,2,1.0,"r
r
R",,Yes,No,Is the concept Racket relevant for the domain of Human Anatomy?,,,
568819853,false,finalized,3,10/9/2014 15:54:27,1,1.0,"c
c
c",,Yes,No,Is the concept 'Cardiac Nerve Plexus' relevant for the domain of Human Anatomy?,,,
568819854,false,finalized,3,10/9/2014 15:35:54,1,1.0,"o
o
o",,Yes,No,Is the concept 'Ophthalmic Plexus' relevant for the domain of Human Anatomy?,,,
568819855,false,finalized,3,10/9/2014 15:42:51,1,1.0,"i
i
i",,Yes,No,Is the concept 'Internal Carotid Nerve Plexus' relevant for the domain of Human Anatomy?,,,
568819856,false,finalized,3,10/9/2014 15:37:35,1,1.0,"h
H
h",,Yes,No,Is the concept 'Hypogastric Nerve Plexus' relevant for the domain of Human Anatomy?,,,
568819857,false,finalized,3,10/9/2014 16:09:15,1,1.0,"h
i
h",,Yes,No,Is the concept 'Inferior Hypogastric Nerve Plexus' relevant for the domain of Human Anatomy?,,,
568819858,false,finalized,3,10/9/2014 15:38:31,1,1.0,"n
n
n",,Yes,No,Is the concept 'Node of Ranvier' relevant for the domain of Human Anatomy?,,,
568819859,false,finalized,3,10/9/2014 16:14:44,1,1.0,"c
c
c",,Yes,No,Is the concept 'Central Nervous System Part' relevant for the domain of Human Anatomy?,,,
568819860,false,finalized,3,10/9/2014 15:37:05,1,1.0,"s
s
s",,Yes,No,Is the concept 'Spinal Cord Part' relevant for the domain of Human Anatomy?,,,
568819861,false,finalized,3,10/9/2014 15:41:47,1,1.0,"l
l
l",,Yes,No,Is the concept 'Lateral Horn of the Spinal Cord' relevant for the domain of Human Anatomy?,,,
568819862,false,finalized,3,10/9/2014 15:41:21,1,1.0,"d
d
d",,Yes,No,Is the concept 'Dorsal Horn of the Spinal Cord' relevant for the domain of Human Anatomy?,,,
568819863,false,finalized,3,10/9/2014 16:02:04,2,1.0,"c
c
c",,Yes,No,Is the concept 'Change Adaptation' relevant for the domain of Human Anatomy?,,,
568819864,false,finalized,3,10/9/2014 16:00:14,1,1.0,"c
c
c",,Yes,No,Is the concept 'Central Canal' relevant for the domain of Human Anatomy?,,,
568819865,false,finalized,3,10/9/2014 15:35:54,1,1.0,"c
c
c",,Yes,No,Is the concept 'Cervical Spinal Cord' relevant for the domain of Human Anatomy?,,,
568819866,false,finalized,3,10/9/2014 15:53:00,1,1.0,"t
t
t",,Yes,No,Is the concept 'Thoracic Spinal Cord' relevant for the domain of Human Anatomy?,,,
568819867,false,finalized,3,10/9/2014 15:36:36,1,1.0,"l
l
l",,Yes,No,Is the concept 'Lumbar Spinal Cord' relevant for the domain of Human Anatomy?,,,
568819868,false,finalized,3,10/9/2014 15:43:48,1,1.0,"s
s
s",,Yes,No,Is the concept 'Sacral Spinal Cord' relevant for the domain of Human Anatomy?,,,
568819869,false,finalized,3,10/9/2014 15:46:40,1,1.0,"c
c
C",,Yes,No,Is the concept 'Conus Medullaris' relevant for the domain of Human Anatomy?,,,
568819870,false,finalized,3,10/9/2014 15:39:20,2,1.0,"o
o
o",,Yes,No,Is the concept 'Opening Round' relevant for the domain of Human Anatomy?,,,
568819871,false,finalized,3,10/9/2014 16:15:42,1,1.0,"s
s
S",,Yes,No,Is the concept 'Spinal Cord Fissure' relevant for the domain of Human Anatomy?,,,
568819872,false,finalized,3,10/9/2014 15:36:40,1,1.0,"p
p
p",,Yes,No,Is the concept 'Posterior Median Fissure' relevant for the domain of Human Anatomy?,,,
568819873,false,finalized,3,10/9/2014 15:35:22,1,1.0,"p
p
p",,Yes,No,Is the concept 'Postero-lateral Fissure' relevant for the domain of Human Anatomy?,,,
568819874,false,finalized,3,10/9/2014 15:36:36,2,1.0,"F
f
f",,Yes,No,Is the concept 'Fuel Combustion' relevant for the domain of Human Anatomy?,,,
568819875,false,finalized,3,10/9/2014 15:33:59,1,1.0,"a
a
a",,Yes,No,Is the concept 'Anterior Median Fissure of Spinal Cord' relevant for the domain of Human Anatomy?,,,
568819876,false,finalized,3,10/9/2014 15:42:54,1,1.0,"S
s
S",,Yes,No,Is the concept 'Spinal Cord Column' relevant for the domain of Human Anatomy?,,,
568819877,false,finalized,3,10/9/2014 15:41:22,1,1.0,"p
p
p",,Yes,No,Is the concept 'Posterior Column' relevant for the domain of Human Anatomy?,,,
568819878,false,finalized,3,10/9/2014 15:45:02,1,1.0,"a
A
a",,Yes,No,Is the concept 'Antero-lateral Column' relevant for the domain of Human Anatomy?,,,
568819879,false,finalized,3,10/9/2014 15:36:32,1,1.0,"a
A
a",,Yes,No,Is the concept 'Antero-lateral Ascending Tract' relevant for the domain of Human Anatomy?,,,
568819880,false,finalized,3,10/9/2014 15:45:00,1,1.0,"t
t
t",,Yes,No,Is the concept 'Tract of Lissauer' relevant for the domain of Human Anatomy?,,,
568819881,false,finalized,3,10/9/2014 15:38:35,1,1.0,"c
c
c",,Yes,No,Is the concept 'Crossed Pyramidal Tract' relevant for the domain of Human Anatomy?,,,
568819882,false,finalized,3,10/9/2014 15:34:40,1,1.0,"d
d
d",,Yes,No,Is the concept 'Direct Pyramidal Tract' relevant for the domain of Human Anatomy?,,,
568819883,false,finalized,3,10/9/2014 15:33:29,1,1.0,"c
C
c",,Yes,No,Is the concept Commissure relevant for the domain of Human Anatomy?,,,
568819884,false,finalized,3,10/9/2014 15:44:39,1,1.0,"G
g
G",,Yes,No,Is the concept 'Gray Commissure' relevant for the domain of Human Anatomy?,,,
568819885,false,finalized,3,10/9/2014 15:37:35,2,1.0,"c
c
C",,Yes,No,Is the concept Cities relevant for the domain of Human Anatomy?,,,
568819886,false,finalized,3,10/9/2014 15:33:31,2,1.0,"d
d
d",,Yes,No,Is the concept Designation relevant for the domain of Human Anatomy?,,,
568819887,false,finalized,3,10/9/2014 15:41:10,2,0.6639,"w
w
W",,Yes,No,Is the concept 'White Commissure' relevant for the domain of Human Anatomy?,,,
568819888,false,finalized,3,10/9/2014 15:50:24,2,1.0,"w
w
w",,Yes,No,Is the concept Wetland relevant for the domain of Human Anatomy?,,,
568819889,false,finalized,3,10/9/2014 15:36:14,1,1.0,"d
d
d",,Yes,No,Is the concept 'Direct Cerebellar Tract' relevant for the domain of Human Anatomy?,,,
568819890,false,finalized,3,10/9/2014 15:32:23,1,1.0,"t
t
t",,Yes,No,Is the concept 'Tract of Goll' relevant for the domain of Human Anatomy?,,,
568819891,false,finalized,3,10/9/2014 15:36:55,2,1.0,"g
g
g",,Yes,No,Is the concept 'Government Spending' relevant for the domain of Human Anatomy?,,,
568819892,false,finalized,3,10/9/2014 16:04:32,2,1.0,"d
d
D",,Yes,No,Is the concept Doubt relevant for the domain of Human Anatomy?,,,
568819893,false,finalized,3,10/9/2014 15:38:33,1,1.0,"v
v
v",,Yes,No,Is the concept 'Ventral Horn of the Spinal Cord' relevant for the domain of Human Anatomy?,,,
568819894,false,finalized,3,10/9/2014 15:42:42,1,1.0,"t
t
t",,Yes,No,Is the concept 'Tract of Burdach' relevant for the domain of Human Anatomy?,,,
568819895,false,finalized,3,10/9/2014 15:33:13,2,1.0,"a
a
a",,Yes,No,Is the concept Agreement relevant for the domain of Human Anatomy?,,,
568819896,false,finalized,3,10/9/2014 15:35:22,1,1.0,"s
s
s",,Yes,No,Is the concept 'Substantia Gelatinosa' relevant for the domain of Human Anatomy?,,,
568819897,false,finalized,3,10/9/2014 15:40:13,2,1.0,"t
t
t",,Yes,No,Is the concept Title relevant for the domain of Human Anatomy?,,,
568819898,false,finalized,3,10/9/2014 15:52:07,1,1.0,"C
c
c",,Yes,No,Is the concept 'Cervicomedullary Junction' relevant for the domain of Human Anatomy?,,,
568819899,false,finalized,3,10/9/2014 15:43:18,1,1.0,"s
s
s",,Yes,No,Is the concept 'Spinal Cord Tract' relevant for the domain of Human Anatomy?,,,
568819900,false,finalized,3,10/9/2014 15:43:18,1,1.0,"d
d
d",,Yes,No,Is the concept 'Descending Spinal Cord Tract' relevant for the domain of Human Anatomy?,,,
568819901,false,finalized,3,10/9/2014 15:36:54,2,1.0,"p
p
P",,Yes,No,Is the concept Pepper relevant for the domain of Human Anatomy?,,,
568819902,false,finalized,3,10/9/2014 15:44:07,1,1.0,"a
a
A",,Yes,No,Is the concept 'Ascending Spinal Cord Tract' relevant for the domain of Human Anatomy?,,,
568819903,false,finalized,3,10/9/2014 15:37:35,2,1.0,"c
c
C",,Yes,No,Is the concept Chairmanship relevant for the domain of Human Anatomy?,,,
568819904,false,finalized,3,10/9/2014 15:39:30,1,1.0,"v
v
v",,Yes,No,Is the concept 'Ventral Nerve Root' relevant for the domain of Human Anatomy?,,,
568819905,false,finalized,3,10/9/2014 16:00:36,1,1.0,"c
c
c",,Yes,No,Is the concept 'Cochlear Nucleus' relevant for the domain of Human Anatomy?,,,
568819906,false,finalized,3,10/9/2014 16:06:01,2,1.0,"n
n
n",,Yes,No,Is the concept Nursery relevant for the domain of Human Anatomy?,,,
568819907,false,finalized,3,10/9/2014 15:55:42,1,1.0,"f
F
f",,Yes,No,Is the concept 'Falx Cerebri' relevant for the domain of Human Anatomy?,,,
568819908,false,finalized,3,10/9/2014 16:25:27,2,1.0,"S
s
s",,Yes,No,Is the concept 'Summer Weather' relevant for the domain of Human Anatomy?,,,
568819909,false,finalized,3,10/9/2014 15:46:23,1,1.0,"p
p
p",,Yes,No,Is the concept 'Periosteal Layer of the Dura Mater' relevant for the domain of Human Anatomy?,,,
568819910,false,finalized,3,10/9/2014 15:36:12,2,1.0,"c
c
c",,Yes,No,Is the concept Campus relevant for the domain of Human Anatomy?,,,
568819911,false,finalized,3,10/9/2014 15:43:18,1,1.0,"b
b
b",,Yes,No,Is the concept 'Brain Part' relevant for the domain of Human Anatomy?,,,
568819912,false,finalized,3,10/9/2014 15:41:10,1,1.0,"v
v
V",,Yes,No,Is the concept 'Ventroposterior Lateral Nucleus of the Thalamus' relevant for the domain of Human Anatomy?,,,
568819913,false,finalized,3,10/9/2014 15:41:58,2,1.0,"w
w
W",,Yes,No,Is the concept Weapon relevant for the domain of Human Anatomy?,,,
568819914,false,finalized,3,10/9/2014 16:05:19,1,0.675,"m
m
m",,Yes,No,Is the concept 'Magendie s Foramen' relevant for the domain of Human Anatomy?,,,
568819915,false,finalized,3,10/9/2014 15:38:35,1,1.0,"c
c
c",,Yes,No,Is the concept Cerebellum relevant for the domain of Human Anatomy?,,,
568819916,false,finalized,3,10/9/2014 15:37:45,1,1.0,"d
d
d",,Yes,No,Is the concept 'Dorsal Motor Nucleus' relevant for the domain of Human Anatomy?,,,
568819917,false,finalized,3,10/9/2014 15:49:55,1,1.0,"h
h
h",,Yes,No,Is the concept Hippocampus relevant for the domain of Human Anatomy?,,,
568819918,false,finalized,3,10/9/2014 15:53:18,2,1.0,"c
c
c",,Yes,No,Is the concept Climate relevant for the domain of Human Anatomy?,,,
568819920,false,finalized,3,10/9/2014 15:34:12,2,1.0,"m
m
m",,Yes,No,Is the concept Marathon relevant for the domain of Human Anatomy?,,,
568819921,false,finalized,3,10/9/2014 15:57:01,1,1.0,"V
v
v",,Yes,No,Is the concept 'Ventroposterior Medial Nucleus of the Thalamus' relevant for the domain of Human Anatomy?,,,
568819922,false,finalized,3,10/9/2014 16:06:53,2,1.0,"S
s
s",,Yes,No,Is the concept Supermodel relevant for the domain of Human Anatomy?,,,
568819923,false,finalized,3,10/9/2014 15:51:45,1,1.0,"n
N
N",,Yes,No,Is the concept 'Nucleus of the Solitary Tract' relevant for the domain of Human Anatomy?,,,
568819924,false,finalized,3,10/9/2014 15:43:20,2,1.0,"p
p
P",,Yes,No,Is the concept Protection relevant for the domain of Human Anatomy?,,,
568819925,false,finalized,3,10/9/2014 15:41:39,1,1.0,"c
c
C",,Yes,No,Is the concept Cortex relevant for the domain of Human Anatomy?,,,
568819926,false,finalized,3,10/9/2014 15:37:38,2,1.0,"a
a
a",,Yes,No,Is the concept Actress relevant for the domain of Human Anatomy?,,,
568819927,false,finalized,3,10/9/2014 16:14:27,1,1.0,"c
c
C",,Yes,No,Is the concept 'Cingulate Cortex' relevant for the domain of Human Anatomy?,,,
568819928,false,finalized,3,10/9/2014 15:54:18,1,1.0,"a
a
a",,Yes,No,Is the concept 'Auditory Cortex' relevant for the domain of Human Anatomy?,,,
568819929,false,finalized,3,10/9/2014 15:57:18,2,1.0,"J
j
j",,Yes,No,Is the concept Juice relevant for the domain of Human Anatomy?,,,
568819930,false,finalized,3,10/9/2014 15:35:04,1,1.0,"p
p
p",,Yes,No,Is the concept 'Posterior Olfactory Lobule' relevant for the domain of Human Anatomy?,,,
568819931,false,finalized,3,10/9/2014 15:39:52,2,1.0,"v
v
v",,Yes,No,Is the concept Video relevant for the domain of Human Anatomy?,,,
568819932,false,finalized,3,10/9/2014 15:46:51,1,1.0,"v
v
v",,Yes,No,Is the concept Vermis relevant for the domain of Human Anatomy?,,,
568819933,false,finalized,3,10/9/2014 15:41:22,1,1.0,"m
m
m",,Yes,No,Is the concept 'Medulla Oblongata' relevant for the domain of Human Anatomy?,,,
568819934,false,finalized,3,10/9/2014 16:05:44,1,1.0,"N
n
n",,Yes,No,Is the concept 'Nucleus of the Mesencephalic Tract of the Trigeminal Nerve' relevant for the domain of Human Anatomy?,,,
568819935,false,finalized,3,10/9/2014 15:57:51,1,1.0,"b
B
b",,Yes,No,Is the concept 'Brain Stem' relevant for the domain of Human Anatomy?,,,
568819936,false,finalized,3,10/9/2014 15:46:57,1,1.0,"n
N
n",,Yes,No,Is the concept 'Nucleus of the Spinal Tract of the Trigeminal Nerve' relevant for the domain of Human Anatomy?,,,
568819937,false,finalized,3,10/9/2014 15:36:32,2,1.0,"g
g
g",,Yes,No,Is the concept Germany relevant for the domain of Human Anatomy?,,,
568819938,false,finalized,3,10/9/2014 16:12:50,1,1.0,"a
a
a",,Yes,No,Is the concept Amygdala relevant for the domain of Human Anatomy?,,,
568819939,false,finalized,3,10/9/2014 15:52:15,1,1.0,"p
p
P",,Yes,No,Is the concept 'Posterior Portion of the Corpus Callosum Cistern' relevant for the domain of Human Anatomy?,,,
568819940,false,finalized,3,10/9/2014 15:54:52,2,1.0,"l
l
l",,Yes,No,Is the concept Lecturer relevant for the domain of Human Anatomy?,,,
568819941,false,finalized,3,10/9/2014 16:05:08,1,1.0,"a
a
a",,Yes,No,Is the concept 'Abducens Nucleus' relevant for the domain of Human Anatomy?,,,
568819942,false,finalized,3,10/9/2014 15:49:39,1,1.0,"n
n
N",,Yes,No,Is the concept 'Nucleus Ambiguus' relevant for the domain of Human Anatomy?,,,
568819943,false,finalized,3,10/9/2014 15:59:55,2,1.0,"v
v
v",,Yes,No,Is the concept Variability relevant for the domain of Human Anatomy?,,,
568819945,false,finalized,3,10/9/2014 16:01:57,1,1.0,"p
p
P",,Yes,No,Is the concept 'Posterior Nucleus of the Thalamus' relevant for the domain of Human Anatomy?,,,
568819946,false,finalized,3,10/9/2014 15:55:42,1,1.0,"a
A
a",,Yes,No,Is the concept 'Aqueduct of Sylvius' relevant for the domain of Human Anatomy?,,,
568819947,false,finalized,3,10/9/2014 16:01:03,1,1.0,"v
v
v",,Yes,No,Is the concept 'Ventricle Brain' relevant for the domain of Human Anatomy?,,,
568819948,false,finalized,3,10/9/2014 16:08:31,1,1.0,"f
f
F",,Yes,No,Is the concept 'Fourth Ventricle of the Brain' relevant for the domain of Human Anatomy?,,,
568819949,false,finalized,3,10/9/2014 16:00:56,1,1.0,"L
l
l",,Yes,No,Is the concept 'Lateral Ventricle' relevant for the domain of Human Anatomy?,,,
568819950,false,finalized,3,10/9/2014 15:44:39,1,1.0,"t
t
T",,Yes,No,Is the concept 'Third Ventricle of Brain' relevant for the domain of Human Anatomy?,,,
568819951,false,finalized,3,10/9/2014 15:51:45,1,1.0,"f
F
F",,Yes,No,Is the concept 'Fifth Ventricle' relevant for the domain of Human Anatomy?,,,
568819952,false,finalized,3,10/9/2014 15:41:39,1,1.0,"o
o
O",,Yes,No,Is the concept 'Occipital Lobe' relevant for the domain of Human Anatomy?,,,
568819953,false,finalized,3,10/9/2014 16:11:14,1,1.0,"p
p
P",,Yes,No,Is the concept 'Parietal Lobe of the Brain' relevant for the domain of Human Anatomy?,,,
568819954,false,finalized,3,10/9/2014 15:56:04,1,1.0,"t
T
t",,Yes,No,Is the concept 'Temporal Lobe' relevant for the domain of Human Anatomy?,,,
568819955,false,finalized,3,10/9/2014 16:18:46,1,1.0,"h
H
h",,Yes,No,Is the concept 'Hemisphere of the Cerebellum' relevant for the domain of Human Anatomy?,,,
568819956,false,finalized,3,10/9/2014 16:20:31,2,1.0,"o
O
o",,Yes,No,Is the concept Ownership relevant for the domain of Human Anatomy?,,,
568819957,false,finalized,3,10/9/2014 15:47:06,1,1.0,"f
f
F",,Yes,No,Is the concept 'Frontal Lobe' relevant for the domain of Human Anatomy?,,,
568819958,false,finalized,3,10/9/2014 16:01:42,1,1.0,"C
c
c",,Yes,No,Is the concept 'Cerebral Hemisphere' relevant for the domain of Human Anatomy?,,,
568819959,false,finalized,3,10/9/2014 16:11:14,1,1.0,"l
l
L",,Yes,No,Is the concept 'Left Cerebral Hemisphere' relevant for the domain of Human Anatomy?,,,
568819961,false,finalized,3,10/9/2014 15:40:59,2,1.0,"i
i
i",,Yes,No,Is the concept Interaction relevant for the domain of Human Anatomy?,,,
568819962,false,finalized,3,10/9/2014 16:15:21,1,1.0,"r
r
r",,Yes,No,Is the concept 'Right Cerebral Hemisphere' relevant for the domain of Human Anatomy?,,,
568819963,false,finalized,3,10/9/2014 16:13:37,2,1.0,"m
M
m",,Yes,No,Is the concept Mafia relevant for the domain of Human Anatomy?,,,
568819964,false,finalized,3,10/9/2014 15:49:41,1,1.0,"f
F
f",,Yes,No,Is the concept 'Foramen of Magendie' relevant for the domain of Human Anatomy?,,,
568819965,false,finalized,3,10/9/2014 15:53:04,2,1.0,"r
r
r",,Yes,No,Is the concept Refugee relevant for the domain of Human Anatomy?,,,
568819966,false,finalized,3,10/9/2014 16:02:31,1,1.0,"s
S
s",,Yes,No,Is the concept 'Sulcus Limitans' relevant for the domain of Human Anatomy?,,,
568819967,false,finalized,3,10/9/2014 16:07:46,1,0.6721,"f
f
F",,Yes,No,Is the concept 'Foramen of Monroe' relevant for the domain of Human Anatomy?,,,
568819968,false,finalized,3,10/9/2014 15:56:25,2,1.0,"b
b
b",,Yes,No,Is the concept Battle relevant for the domain of Human Anatomy?,,,
568819969,false,finalized,3,10/9/2014 15:50:57,1,1.0,"s
s
s",,Yes,No,Is the concept 'Sulcus Centralis' relevant for the domain of Human Anatomy?,,,
568819970,false,finalized,3,10/9/2014 16:13:05,1,0.6708,"f
f
f",,Yes,No,Is the concept 'Foramen of Luschka' relevant for the domain of Human Anatomy?,,,
568819971,false,finalized,3,10/9/2014 16:12:35,1,1.0,"b
b
B",,Yes,No,Is the concept 'Brain Nucleus' relevant for the domain of Human Anatomy?,,,
568819972,false,finalized,3,10/9/2014 15:46:23,1,1.0,"d
d
d",,Yes,No,Is the concept 'Dorsal Nucleus of the Vagus Nerve' relevant for the domain of Human Anatomy?,,,
568819973,false,finalized,3,10/9/2014 15:43:52,1,1.0,"l
l
l",,Yes,No,Is the concept 'Lentiform Nucleus' relevant for the domain of Human Anatomy?,,,
568819974,false,finalized,3,10/9/2014 15:47:20,2,1.0,"d
d
d",,Yes,No,Is the concept Dedication relevant for the domain of Human Anatomy?,,,
568819975,false,finalized,3,10/9/2014 16:06:01,1,1.0,"l
l
l",,Yes,No,Is the concept 'Lenticular Nucleus' relevant for the domain of Human Anatomy?,,,
568819976,false,finalized,3,10/9/2014 15:47:06,2,1.0,"b
b
B",,Yes,No,Is the concept Boom relevant for the domain of Human Anatomy?,,,
568819977,false,finalized,3,10/9/2014 15:49:55,1,1.0,"m
M
m",,Yes,No,Is the concept 'Motor Nucleus of the Trigeminal Nerve' relevant for the domain of Human Anatomy?,,,
568819978,false,finalized,3,10/9/2014 15:59:55,2,1.0,"c
c
c",,Yes,No,Is the concept 'Carbon Finance' relevant for the domain of Human Anatomy?,,,
568819979,false,finalized,3,10/9/2014 15:55:40,1,1.0,"p
p
p",,Yes,No,Is the concept 'Parafascicular Nucleus of the Thalamus' relevant for the domain of Human Anatomy?,,,
568819980,false,finalized,3,10/9/2014 15:39:53,2,1.0,"s
s
s",,Yes,No,Is the concept Singer relevant for the domain of Human Anatomy?,,,
568819981,false,finalized,3,10/9/2014 15:56:50,1,0.6667,"p
p
p",,Yes,No,Is the concept 'Principal Sensory Nucleus of the Trigeminal Nerve' relevant for the domain of Human Anatomy?,,,
568819982,false,finalized,3,10/9/2014 15:49:41,1,1.0,"d
D
d",,Yes,No,Is the concept 'Dorsomedial Nucleus of the Thalamus' relevant for the domain of Human Anatomy?,,,
568819983,false,finalized,3,10/9/2014 15:48:36,1,1.0,"S
S
s",,Yes,No,Is the concept 'Supratentorial Brain' relevant for the domain of Human Anatomy?,,,
568819984,false,finalized,3,10/9/2014 15:53:33,2,1.0,"c
C
c",,Yes,No,Is the concept Culpability relevant for the domain of Human Anatomy?,,,
568819986,false,finalized,3,10/9/2014 16:12:55,1,1.0,"c
c
c",,Yes,No,Is the concept 'Caudate Nucleus' relevant for the domain of Human Anatomy?,,,
568819987,false,finalized,3,10/9/2014 15:58:40,1,1.0,"V
v
v",,Yes,No,Is the concept 'Vestibular Nucleus' relevant for the domain of Human Anatomy?,,,
568819988,false,finalized,3,10/9/2014 15:56:22,2,1.0,"B
b
b",,Yes,No,Is the concept Baseline relevant for the domain of Human Anatomy?,,,
568819989,false,finalized,3,10/9/2014 15:59:55,1,1.0,"s
s
s",,Yes,No,Is the concept 'Spinal Vestibular Nucleus' relevant for the domain of Human Anatomy?,,,
568819990,false,finalized,3,10/9/2014 15:43:20,1,1.0,"s
s
S",,Yes,No,Is the concept 'Superior Vestibular Nucleus' relevant for the domain of Human Anatomy?,,,
568819991,false,finalized,3,10/9/2014 15:41:47,1,1.0,"d
d
d",,Yes,No,Is the concept 'Dorsal Cochlear Nucleus' relevant for the domain of Human Anatomy?,,,
568819992,false,finalized,3,10/9/2014 16:17:34,2,1.0,"i
i
i",,Yes,No,Is the concept Impact relevant for the domain of Human Anatomy?,,,
568819993,false,finalized,3,10/9/2014 15:54:58,1,1.0,"m
m
m",,Yes,No,Is the concept 'Medial Vestibular Nucleus' relevant for the domain of Human Anatomy?,,,
568819994,false,finalized,3,10/9/2014 16:00:03,1,1.0,"l
L
l",,Yes,No,Is the concept 'Lateral Vestibular Nucleus' relevant for the domain of Human Anatomy?,,,
568819995,false,finalized,3,10/9/2014 15:41:39,2,1.0,"f
f
F",,Yes,No,Is the concept Film relevant for the domain of Human Anatomy?,,,
568819996,false,finalized,3,10/9/2014 16:02:41,1,1.0,"c
c
c",,Yes,No,Is the concept 'Centromedian Nucleus of the Thalamus' relevant for the domain of Human Anatomy?,,,
568819997,false,finalized,3,10/9/2014 16:20:31,2,1.0,"t
t
t",,Yes,No,Is the concept Target relevant for the domain of Human Anatomy?,,,
568819998,false,finalized,3,10/9/2014 16:03:20,1,1.0,"s
S
s",,Yes,No,Is the concept 'Subthalamic Nucleus' relevant for the domain of Human Anatomy?,,,
568819999,false,finalized,3,10/9/2014 15:48:40,1,1.0,"o
o
O",,Yes,No,Is the concept 'Oval Subthalamic Nucleus' relevant for the domain of Human Anatomy?,,,
568820000,false,finalized,3,10/9/2014 15:49:55,1,1.0,"s
S
s",,Yes,No,Is the concept 'Solitary Nucleus' relevant for the domain of Human Anatomy?,,,
568820001,false,finalized,3,10/9/2014 15:51:29,1,1.0,"a
a
a",,Yes,No,Is the concept 'Arcuate Nucleus' relevant for the domain of Human Anatomy?,,,
568820002,false,finalized,3,10/9/2014 15:50:57,1,1.0,"a
A
a",,Yes,No,Is the concept 'Anterior Olfactory Nucleus' relevant for the domain of Human Anatomy?,,,
568820003,false,finalized,3,10/9/2014 16:02:31,1,1.0,"H
h
h",,Yes,No,Is the concept 'Hypoglossal Nucleus' relevant for the domain of Human Anatomy?,,,
568820004,false,finalized,3,10/9/2014 15:50:24,1,1.0,"C
c
c",,Yes,No,Is the concept 'Cuneate Nucleus' relevant for the domain of Human Anatomy?,,,
568820005,false,finalized,3,10/9/2014 16:00:47,1,1.0,"f
f
F",,Yes,No,Is the concept 'Facial Nerve Nucleus' relevant for the domain of Human Anatomy?,,,
568820006,false,finalized,3,10/9/2014 16:05:19,1,1.0,"a
a
A",,Yes,No,Is the concept 'Accumbens Nucleus' relevant for the domain of Human Anatomy?,,,
568820007,false,finalized,3,10/9/2014 15:52:15,1,1.0,"o
o
O",,Yes,No,Is the concept 'Oculomotor Nucleus' relevant for the domain of Human Anatomy?,,,
568820008,false,finalized,3,10/9/2014 16:24:16,2,1.0,"B
b
b",,Yes,No,Is the concept 'Banking System' relevant for the domain of Human Anatomy?,,,
568820009,false,finalized,3,10/9/2014 15:57:18,1,1.0,"v
v
v",,Yes,No,Is the concept 'Ventrolateral Nucleus of the Thalamus' relevant for the domain of Human Anatomy?,,,
568820010,false,finalized,3,10/9/2014 15:44:37,2,1.0,"C
c
c",,Yes,No,Is the concept 'Climate Engineering' relevant for the domain of Human Anatomy?,,,
568820011,false,finalized,3,10/9/2014 16:00:14,1,1.0,"v
v
v",,Yes,No,Is the concept 'Ventroanterior Nucleus of the Thalamus' relevant for the domain of Human Anatomy?,,,
568820012,false,finalized,3,10/9/2014 16:08:17,1,1.0,"o
o
o",,Yes,No,Is the concept 'Occipital Horn of the Lateral Ventricle' relevant for the domain of Human Anatomy?,,,
568820013,false,finalized,3,10/9/2014 16:00:47,1,1.0,"m
m
M",,Yes,No,Is the concept 'Mamillary Body' relevant for the domain of Human Anatomy?,,,
568820014,false,finalized,3,10/9/2014 15:55:21,2,1.0,"j
j
j",,Yes,No,Is the concept Junior relevant for the domain of Human Anatomy?,,,
568820015,false,finalized,3,10/9/2014 16:08:53,1,1.0,"c
c
c",,Yes,No,Is the concept Claustrum relevant for the domain of Human Anatomy?,,,
568820016,false,finalized,3,10/9/2014 16:04:13,2,1.0,"c
c
C",,Yes,No,Is the concept 'Climate Change Action' relevant for the domain of Human Anatomy?,,,
568820017,false,finalized,3,10/9/2014 16:00:29,1,1.0,"s
S
s",,Yes,No,Is the concept 'Superior Frontal Convolution' relevant for the domain of Human Anatomy?,,,
568820018,false,finalized,3,10/9/2014 16:08:10,2,1.0,"a
a
A",,Yes,No,Is the concept Allegation relevant for the domain of Human Anatomy?,,,
568820019,false,finalized,3,10/9/2014 16:07:27,1,1.0,"T
t
t",,Yes,No,Is the concept Thalamencephalon relevant for the domain of Human Anatomy?,,,
568820020,false,finalized,3,10/9/2014 16:06:32,1,1.0,"b
b
b",,Yes,No,Is the concept 'Brain Infundibulum' relevant for the domain of Human Anatomy?,,,
568820021,false,finalized,3,10/9/2014 15:53:18,1,1.0,"l
l
l",,Yes,No,Is the concept 'Lateral Posterior Nucleus of the Thalamus' relevant for the domain of Human Anatomy?,,,
568820022,false,finalized,3,10/9/2014 16:01:43,1,1.0,"a
a
a",,Yes,No,Is the concept 'Area of Broca' relevant for the domain of Human Anatomy?,,,
