_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,task,task:confidence,what_is_the_last_letter_of_the_currently_verified_term,orig__golden,answer1,answer2,orig_task,task_gold,task_gold_reason,what_is_the_last_letter_of_the_currently_verified_term_gold
568814674,false,finalized,3,10/11/2014 03:38:12,1,1.0,"n
n
n",,Yes,No,In the domain of Human Anatomy: Is class 'Pancreatic Endocrine Secretion' a subclass of 'Pancreatic Secretion'?,,,
568814675,false,finalized,3,10/11/2014 03:56:16,2,1.0,"s
s
s",,Yes,No,In the domain of Human Anatomy: Is class 'Lacrimal Canaliculus' a subclass of 'Pancreatic Secretion'?,,,
568814676,false,finalized,3,10/10/2014 23:26:13,1,1.0,"n
n
n",,Yes,No,In the domain of Human Anatomy: Is class 'Intestinal Secretion' a subclass of 'Gastrointestinal Fluid or Secretion'?,,,
568814677,false,finalized,3,10/11/2014 03:50:08,1,1.0,"e
e
e",,Yes,No,In the domain of Human Anatomy: Is class Bile a subclass of 'Intestinal Secretion'?,,,
568814678,false,finalized,3,10/11/2014 01:17:57,1,1.0,"n
n
n",,Yes,No,In the domain of Human Anatomy: Is class 'Gastric Secretion' a subclass of 'Gastrointestinal Fluid or Secretion'?,,,
568814679,false,finalized,3,10/11/2014 01:35:42,2,1.0,"a
a
a",,Yes,No,In the domain of Human Anatomy: Is class 'Anterior Fossa' a subclass of 'Body Fluid or Substance'?,,,
568814680,false,finalized,3,10/11/2014 06:51:14,1,1.0,"n
n
n",,Yes,No,In the domain of Human Anatomy: Is class 'Male Genital System Fluid or Secretion' a subclass of 'Body Fluid or Substance'?,,,
568814681,false,finalized,3,10/10/2014 23:13:48,2,1.0,"l
l
l",,Yes,No,In the domain of Human Anatomy: Is class 'Renal Cell' a subclass of 'Male Genital System Fluid or Secretion'?,,,
568814682,false,finalized,3,10/11/2014 03:40:16,1,1.0,"n
n
n",,Yes,No,In the domain of Human Anatomy: Is class 'Prostate Gland Secretion' a subclass of 'Male Genital System Fluid or Secretion'?,,,
568814683,false,finalized,3,10/10/2014 23:01:07,2,1.0,"s
s
s",,Yes,No,In the domain of Human Anatomy: Is class Subcutis a subclass of 'Male Genital System Fluid or Secretion'?,,,
568814684,false,finalized,3,10/10/2014 23:16:15,1,1.0,"n
n
n",,Yes,No,In the domain of Human Anatomy: Is class 'Respiratory System Fluid or Secretion' a subclass of 'Body Fluid or Substance'?,,,
568814685,false,finalized,3,10/11/2014 05:18:20,1,1.0,"t
t
t",,Yes,No,In the domain of Human Anatomy: Is class 'Lung Surfactant' a subclass of 'Respiratory System Fluid or Secretion'?,,,
568814686,false,finalized,3,10/11/2014 00:36:35,2,1.0,"t
t
t",,Yes,No,In the domain of Human Anatomy: Is class 'Elbow Joint' a subclass of 'Respiratory System Fluid or Secretion'?,,,
568814687,false,finalized,3,10/11/2014 01:16:03,1,0.672,"h
h
h",,Yes,No,In the domain of Human Anatomy: Is class Otolymph a subclass of 'Body Fluid or Substance'?,,,
568814688,false,finalized,3,10/11/2014 00:58:26,1,1.0,"h
h
h",,Yes,No,In the domain of Human Anatomy: Is class Endolymph a subclass of Otolymph?,,,
568814689,false,finalized,3,10/11/2014 01:35:42,1,0.672,"h
h
h",,Yes,No,In the domain of Human Anatomy: Is class Perilymph a subclass of Otolymph?,,,
568814690,false,finalized,3,10/10/2014 23:24:52,1,1.0,"d
d
d",,Yes,No,In the domain of Human Anatomy: Is class 'Synovial Fluid' a subclass of 'Body Fluid or Substance'?,,,
568814691,false,finalized,3,10/11/2014 00:48:49,2,1.0,"e
e
e",,Yes,No,In the domain of Human Anatomy: Is class 'Tooth Tissue' a subclass of 'Body Fluid or Substance'?,,,
568814692,false,finalized,3,10/10/2014 21:17:34,2,1.0,"g
g
g",,Yes,No,In the domain of Human Anatomy: Is class 'Inferior Vena Cava Opening' a subclass of 'Tooth Tissue'?,,,
568814693,false,finalized,3,10/10/2014 23:19:47,2,1.0,"n
n
n",,Yes,No,In the domain of Human Anatomy: Is class 'Ileocolic Vein' a subclass of 'Tooth Tissue'?,,,
568814694,false,finalized,3,10/10/2014 23:19:47,1,1.0,"p
p
p",,Yes,No,In the domain of Human Anatomy: Is class 'Dental Pulp' a subclass of 'Tooth Tissue'?,,,
568814695,false,finalized,3,10/11/2014 00:48:49,2,1.0,"b
1
1",,Yes,No,In the domain of Human Anatomy: Is class 'Rib 1' a subclass of 'Tooth Tissue'?,,,
568814696,false,finalized,3,10/10/2014 23:11:33,2,1.0,"s
s
s",,Yes,No,In the domain of Human Anatomy: Is class 'External Maleolus' a subclass of 'Tooth Tissue'?,,,
568814697,false,finalized,3,10/11/2014 03:44:48,1,0.6694,"e
m
m",,Yes,No,In the domain of Human Anatomy: Is class Cementum a subclass of 'Tooth Tissue'?,,,
568814698,false,finalized,3,10/11/2014 03:57:02,2,1.0,"s
s
s",,Yes,No,In the domain of Human Anatomy: Is class 'Mastoid Process' a subclass of 'Body Fluid or Substance'?,,,
568814699,false,finalized,3,10/11/2014 00:28:20,2,1.0,"n
n
n",,Yes,No,In the domain of Human Anatomy: Is class 'Body Region' a subclass of 'Anatomic Structure System or Substance'?,,,
568814700,false,finalized,3,10/11/2014 04:17:43,2,0.6694,"t
5
5",,Yes,No,In the domain of Human Anatomy: Is class 'Metatarsal Bone Digit 5' a subclass of 'Body Region'?,,,
568814701,false,finalized,3,10/11/2014 07:55:14,2,0.6667,"s
s
s",,Yes,No,In the domain of Human Anatomy: Is class 'Thoracic Esophagus' a subclass of 'Body Region'?,,,
568814702,false,finalized,3,10/11/2014 07:37:44,2,0.6777,"e
e
e",,Yes,No,In the domain of Human Anatomy: Is class 'Adrenal Gland Capsule' a subclass of 'Body Region'?,,,
568814703,false,finalized,3,10/11/2014 07:34:39,2,0.6777,"t
t
t",,Yes,No,In the domain of Human Anatomy: Is class 'Corneoscleral Coat' a subclass of 'Body Region'?,,,
568814704,false,finalized,3,10/11/2014 08:35:26,1,1.0,"s
s
s",,Yes,No,In the domain of Human Anatomy: Is class 'Middle Third of the Esophagus' a subclass of 'Body Region'?,,,
568814705,false,finalized,3,10/11/2014 07:46:13,1,1.0,"s
s
s",,Yes,No,In the domain of Human Anatomy: Is class 'Lower Third of the Esophagus' a subclass of 'Body Region'?,,,
568814706,false,finalized,3,10/11/2014 05:41:46,1,0.6612,"e
e
e",,Yes,No,In the domain of Human Anatomy: Is class 'Primitive Stem Cell with Some Degree of Commitment to the Erythroid Lineage' a subclass of 'Body Region'?,,,
568814707,false,finalized,3,10/11/2014 07:45:01,2,0.6777,"s
s
s",,Yes,No,In the domain of Human Anatomy: Is class 'Intraparietal Sulcus' a subclass of 'Body Region'?,,,
568814708,false,finalized,3,10/11/2014 05:23:01,1,0.6612,"m
m
m",,Yes,No,In the domain of Human Anatomy: Is class Retroperitoneum a subclass of 'Body Region'?,,,
568814709,false,finalized,3,10/11/2014 08:14:42,2,0.6667,"s
s
s",,Yes,No,In the domain of Human Anatomy: Is class 'Cervical Esophagus' a subclass of 'Body Region'?,,,
568814710,false,finalized,3,10/11/2014 07:51:50,1,0.6557,"l
l
l",,Yes,No,In the domain of Human Anatomy: Is class 'Prostatic Glandular Cell' a subclass of 'Body Region'?,,,
568814711,false,finalized,3,10/11/2014 05:23:01,1,1.0,"r
r
r",,Yes,No,In the domain of Human Anatomy: Is class Shoulder a subclass of 'Body Region'?,,,
568814712,false,finalized,3,10/11/2014 06:22:50,1,1.0,"n
n
n",,Yes,No,In the domain of Human Anatomy: Is class 'Umbilical Region' a subclass of 'Body Region'?,,,
568814713,false,finalized,3,10/11/2014 10:54:57,1,1.0,"n
n
n",,Yes,No,In the domain of Human Anatomy: Is class 'Hypochondrial Region' a subclass of 'Body Region'?,,,
568814714,false,finalized,3,10/11/2014 14:37:33,1,1.0,"n
n
n",,Yes,No,In the domain of Human Anatomy: Is class 'Left Hypochondriac Region' a subclass of 'Hypochondrial Region'?,,,
568814715,false,finalized,3,10/11/2014 07:00:17,2,1.0,"m
m
m",,Yes,No,In the domain of Human Anatomy: Is class 'Stratum Lucidum' a subclass of 'Hypochondrial Region'?,,,
568814716,false,finalized,3,10/11/2014 08:45:48,1,1.0,"n
n
n",,Yes,No,In the domain of Human Anatomy: Is class 'Lumbar Region' a subclass of 'Body Region'?,,,
568814717,false,finalized,3,10/11/2014 05:19:43,1,1.0,"n
n
n",,Yes,No,In the domain of Human Anatomy: Is class 'Left Lumbar Region' a subclass of 'Lumbar Region'?,,,
568814718,false,finalized,3,10/11/2014 07:44:09,2,1.0,"a
a
a",,Yes,No,In the domain of Human Anatomy: Is class Areola a subclass of 'Lumbar Region'?,,,
568814719,false,finalized,3,10/11/2014 04:12:28,1,1.0,"n
n
n",,Yes,No,In the domain of Human Anatomy: Is class 'Inguinal Region' a subclass of 'Body Region'?,,,
568814720,false,finalized,3,10/11/2014 03:57:02,1,1.0,"n
n
n",,Yes,No,In the domain of Human Anatomy: Is class 'Right Inguinal Region' a subclass of 'Inguinal Region'?,,,
568814721,false,finalized,3,10/11/2014 06:44:46,2,1.0,"a
a
a",,Yes,No,In the domain of Human Anatomy: Is class 'C5 Vertebra' a subclass of 'Inguinal Region'?,,,
568814722,false,finalized,3,10/11/2014 07:37:44,1,0.6639,"s
s
s",,Yes,No,In the domain of Human Anatomy: Is class 'Superior Frontal Gyrus' a subclass of 'Body Region'?,,,
568814723,false,finalized,3,10/11/2014 06:36:47,1,1.0,"k
k
k",,Yes,No,In the domain of Human Anatomy: Is class Back a subclass of 'Body Region'?,,,
568814724,false,finalized,3,10/11/2014 03:50:08,1,0.6613,"m
m
m",,Yes,No,In the domain of Human Anatomy: Is class 'Nasal Cavity Respiratory Epithelium' a subclass of 'Body Region'?,,,
568814725,false,finalized,3,10/11/2014 06:32:59,2,0.6803,"h
h
h",,Yes,No,In the domain of Human Anatomy: Is class 'Peyer s Patch' a subclass of 'Body Region'?,,,
568814726,false,finalized,3,10/11/2014 07:37:50,1,0.6557,"s
s
s",,Yes,No,In the domain of Human Anatomy: Is class 'Sphenoparietal Sinus' a subclass of 'Body Region'?,,,
568814727,false,finalized,3,10/11/2014 08:02:22,1,0.6564,"y
y
y",,Yes,No,In the domain of Human Anatomy: Is class 'Anterior Inferior Cerebellar Artery' a subclass of 'Body Region'?,,,
568814728,false,finalized,3,10/11/2014 05:28:43,2,0.6694,"a
a
a",,Yes,No,In the domain of Human Anatomy: Is class 'Pars Externa' a subclass of 'Body Region'?,,,
568814729,false,finalized,3,10/11/2014 09:10:08,1,0.6667,"m
m
m",,Yes,No,In the domain of Human Anatomy: Is class Perineum a subclass of 'Body Region'?,,,
568814730,false,finalized,3,10/11/2014 07:40:53,2,1.0,"e
e
e",,Yes,No,In the domain of Human Anatomy: Is class 'Oropharyngeal Lymphoid Tissue' a subclass of 'Body Region'?,,,
568814731,false,finalized,3,10/11/2014 03:52:38,1,1.0,"t
t
t",,Yes,No,In the domain of Human Anatomy: Is class Chest a subclass of 'Body Region'?,,,
568814732,false,finalized,3,10/11/2014 04:52:04,1,1.0,"n
n
n",,Yes,No,In the domain of Human Anatomy: Is class 'Plantar Region' a subclass of 'Body Region'?,,,
568814733,false,finalized,3,10/11/2014 08:07:29,2,0.6667,"e
e
e",,Yes,No,In the domain of Human Anatomy: Is class 'Anal Verge' a subclass of 'Body Region'?,,,
568814734,false,finalized,3,10/11/2014 04:49:33,1,0.6694,"e
e
e",,Yes,No,In the domain of Human Anatomy: Is class 'Splenic Flexure' a subclass of 'Body Region'?,,,
568814735,false,finalized,3,10/11/2014 08:55:30,2,0.6803,"e
e
e",,Yes,No,In the domain of Human Anatomy: Is class 'Sulcus Centralis Insulae' a subclass of 'Body Region'?,,,
568814736,false,finalized,3,10/11/2014 04:16:26,1,0.6694,"e
e
e",,Yes,No,In the domain of Human Anatomy: Is class 'Iliopsoas Muscle' a subclass of 'Body Region'?,,,
568814737,false,finalized,3,10/11/2014 07:21:52,2,1.0,"s
s
s",,Yes,No,In the domain of Human Anatomy: Is class Feces a subclass of 'Body Region'?,,,
568814738,false,finalized,3,10/11/2014 07:57:49,1,0.6612,"s
s
s",,Yes,No,In the domain of Human Anatomy: Is class 'Ophthalmic Plexus' a subclass of 'Body Region'?,,,
568814739,false,finalized,3,10/11/2014 07:50:58,1,1.0,"n
n
n",,Yes,No,In the domain of Human Anatomy: Is class 'Anal Region' a subclass of 'Body Region'?,,,
568814740,false,finalized,3,10/11/2014 03:44:48,2,1.0,"e
e
e",,Yes,No,In the domain of Human Anatomy: Is class 'Intrathoracic Lymph Node' a subclass of 'Body Region'?,,,
568814741,false,finalized,3,10/11/2014 06:40:23,1,0.6612,"b
b
b",,Yes,No,In the domain of Human Anatomy: Is class Limb a subclass of 'Body Region'?,,,
568814742,false,finalized,3,10/11/2014 07:58:57,1,0.6612,"y
y
y",,Yes,No,In the domain of Human Anatomy: Is class 'Lower Extremity' a subclass of Limb?,,,
568814743,false,finalized,3,10/11/2014 07:39:02,1,1.0,"y
y
y",,Yes,No,In the domain of Human Anatomy: Is class 'Upper Extremity' a subclass of Limb?,,,
568814744,false,finalized,3,10/11/2014 07:04:00,1,0.6612,"t
t
t",,Yes,No,In the domain of Human Anatomy: Is class 'Intrinsic Tongue Muscle Vertical Component' a subclass of 'Body Region'?,,,
568814745,false,finalized,3,10/11/2014 05:18:20,1,1.0,"n
n
n",,Yes,No,In the domain of Human Anatomy: Is class 'Palmar Region' a subclass of 'Body Region'?,,,
568814746,false,finalized,3,10/11/2014 05:33:05,1,1.0,"t
t
t",,Yes,No,In the domain of Human Anatomy: Is class 'Body Part' a subclass of 'Anatomic Structure System or Substance'?,,,
568814747,false,finalized,3,10/11/2014 07:44:09,1,1.0,"t
t
t",,Yes,No,In the domain of Human Anatomy: Is class 'Head and Neck Part' a subclass of 'Body Part'?,,,
568814748,false,finalized,3,10/11/2014 07:20:28,1,0.6557,"n
n
n",,Yes,No,In the domain of Human Anatomy: Is class Dentition a subclass of 'Head and Neck Part'?,,,
568814749,false,finalized,3,10/11/2014 07:37:11,2,0.6667,"s
s
s",,Yes,No,In the domain of Human Anatomy: Is class 'Corona Dentis' a subclass of 'Head and Neck Part'?,,,
568814750,false,finalized,3,10/11/2014 07:53:39,1,1.0,"k
k
k",,Yes,No,In the domain of Human Anatomy: Is class Cheek a subclass of 'Head and Neck Part'?,,,
568814751,false,finalized,3,10/11/2014 04:07:58,2,0.664,"m
m
m",,Yes,No,In the domain of Human Anatomy: Is class 'Opening of the Antrum' a subclass of 'Head and Neck Part'?,,,
568814752,false,finalized,3,10/11/2014 09:09:24,1,1.0,"e
e
e",,Yes,No,In the domain of Human Anatomy: Is class 'Eye Appendage' a subclass of 'Head and Neck Part'?,,,
568814753,false,finalized,3,10/11/2014 15:20:18,2,1.0,"m
m
m",,Yes,No,In the domain of Human Anatomy: Is class 'Haversian System' a subclass of 'Eye Appendage'?,,,
568814754,false,finalized,3,10/11/2014 07:40:45,1,1.0,"d
d
y",,Yes,No,In the domain of Human Anatomy: Is class Eyelid a subclass of 'Eye Appendage'?,,,
568814755,false,finalized,3,10/11/2014 06:11:02,2,1.0,"t
t
t",,Yes,No,In the domain of Human Anatomy: Is class Lipoblast a subclass of Eyelid?,,,
568814756,false,finalized,3,10/11/2014 06:38:10,2,1.0,"m
m
m",,Yes,No,In the domain of Human Anatomy: Is class Sarcoplasm a subclass of Eyelid?,,,
568814757,false,finalized,3,10/11/2014 07:36:14,2,1.0,"s
s
s",,Yes,No,In the domain of Human Anatomy: Is class 'Dorsomedial Nucleus of the Thalamus' a subclass of 'Eye Appendage'?,,,
568814758,false,finalized,3,10/11/2014 07:45:01,1,0.6612,"m
m
m",,Yes,No,In the domain of Human Anatomy: Is class 'Stellate Reticulum' a subclass of 'Head and Neck Part'?,,,
568814759,false,finalized,3,10/11/2014 10:46:48,2,0.6612,"m
m
m",,Yes,No,In the domain of Human Anatomy: Is class 'Basal Domain of the Epithelium' a subclass of 'Head and Neck Part'?,,,
568814760,false,finalized,3,10/11/2014 07:42:28,2,1.0,"n
m
m",,Yes,No,In the domain of Human Anatomy: Is class Sternum a subclass of 'Head and Neck Part'?,,,
568814761,false,finalized,3,10/11/2014 05:19:43,1,1.0,"d
d
d",,Yes,No,In the domain of Human Anatomy: Is class 'Vocal Cord' a subclass of 'Head and Neck Part'?,,,
568814762,false,finalized,3,10/11/2014 01:24:43,1,1.0,"d
d
d",,Yes,No,In the domain of Human Anatomy: Is class 'True Vocal Cord' a subclass of 'Vocal Cord'?,,,
568814763,false,finalized,3,10/11/2014 07:34:01,2,1.0,"e
e
e",,Yes,No,In the domain of Human Anatomy: Is class 'Diaphysis of the Bone' a subclass of 'Vocal Cord'?,,,
568814764,false,finalized,3,10/11/2014 08:23:12,1,1.0,"r
r
r",,Yes,No,In the domain of Human Anatomy: Is class 'Cerebellum White Matter' a subclass of 'Head and Neck Part'?,,,
568814765,false,finalized,3,10/11/2014 06:22:50,2,1.0,"e
e
e",,Yes,No,In the domain of Human Anatomy: Is class 'Hepatic Flexure' a subclass of 'Endocrine System Part'?,,,
568814766,false,finalized,3,10/11/2014 07:47:32,2,1.0,"e
e
e",,Yes,No,In the domain of Human Anatomy: Is class 'Hepatic Flexure' a subclass of 'Head and Neck Part'?,,,
568814767,false,finalized,3,10/11/2014 08:08:05,1,0.6612,"m
m
m",,Yes,No,In the domain of Human Anatomy: Is class 'Stratum Intermedium' a subclass of 'Head and Neck Part'?,,,
568814768,false,finalized,3,10/11/2014 07:37:50,1,1.0,"l
l
l",,Yes,No,In the domain of Human Anatomy: Is class 'Deep Lymphatic Vessel' a subclass of 'Head and Neck Part'?,,,
568814769,false,finalized,3,10/11/2014 04:09:49,1,1.0,"p
p
p",,Yes,No,In the domain of Human Anatomy: Is class Lip a subclass of 'Head and Neck Part'?,,,
568814770,false,finalized,3,10/11/2014 00:48:49,1,1.0,"p
p
p",,Yes,No,In the domain of Human Anatomy: Is class 'External Lip' a subclass of 'Head and Neck Part'?,,,
568814771,false,finalized,3,10/11/2014 03:40:52,2,1.0,"m
m
m",,Yes,No,In the domain of Human Anatomy: Is class 'Intestinal Epithelium' a subclass of 'External Lip'?,,,
568814772,false,finalized,3,10/11/2014 08:12:49,2,1.0,"y
y
y",,Yes,No,In the domain of Human Anatomy: Is class 'Hilar Area of the Kidney' a subclass of 'External Lip'?,,,
568814773,false,finalized,3,10/11/2014 04:18:54,1,0.6694,"e
e
e",,Yes,No,In the domain of Human Anatomy: Is class 'Vestibulocochlear Nerve' a subclass of 'Head and Neck Part'?,,,
568814774,false,finalized,3,10/11/2014 07:34:01,1,1.0,"s
s
s",,Yes,No,In the domain of Human Anatomy: Is class Supraglottis a subclass of 'Head and Neck Part'?,,,
568814775,false,finalized,3,10/11/2014 07:43:17,1,0.6612,"a
a
a",,Yes,No,In the domain of Human Anatomy: Is class 'Cisterna Magna' a subclass of 'Head and Neck Part'?,,,
568814776,false,finalized,3,10/11/2014 08:29:11,1,0.6612,"e
e
e",,Yes,No,In the domain of Human Anatomy: Is class Palate a subclass of 'Head and Neck Part'?,,,
568814777,false,finalized,3,10/11/2014 05:19:43,1,1.0,"x
x
x",,Yes,No,In the domain of Human Anatomy: Is class Larynx a subclass of 'Head and Neck Part'?,,,
568814778,false,finalized,3,10/11/2014 07:44:12,1,1.0,"p
p
p",,Yes,No,In the domain of Human Anatomy: Is class 'Commissure of the Lip' a subclass of 'Head and Neck Part'?,,,
568814779,false,finalized,3,10/11/2014 05:41:46,1,1.0,"m
m
m",,Yes,No,In the domain of Human Anatomy: Is class 'Hemisphere of the Cerebellum' a subclass of 'Head and Neck Part'?,,,
568814780,false,finalized,3,10/11/2014 07:51:50,1,0.6667,"y
y
y",,Yes,No,In the domain of Human Anatomy: Is class 'Posterior Parietal Artery' a subclass of 'Head and Neck Part'?,,,
568814781,false,finalized,3,10/11/2014 04:36:39,1,0.6694,"d
d
d",,Yes,No,In the domain of Human Anatomy: Is class 'Inferior Palpebral Fold' a subclass of 'Head and Neck Part'?,,,
568814782,false,finalized,3,10/11/2014 03:40:52,1,1.0,"e
e
e",,Yes,No,In the domain of Human Anatomy: Is class 'Laryngeal Ventricle' a subclass of 'Head and Neck Part'?,,,
568814783,false,finalized,3,10/11/2014 05:54:05,1,1.0,"h
h
h",,Yes,No,In the domain of Human Anatomy: Is class Tooth a subclass of 'Head and Neck Part'?,,,
568814784,false,finalized,3,10/11/2014 03:53:50,1,1.0,"h
h
h",,Yes,No,In the domain of Human Anatomy: Is class 'Vital Tooth' a subclass of Tooth?,,,
568814785,false,finalized,3,10/11/2014 04:06:36,1,1.0,"h
he
h",,Yes,No,In the domain of Human Anatomy: Is class 'Lower Jaw Tooth' a subclass of Tooth?,,,
568814786,false,finalized,3,10/11/2014 03:40:16,2,1.0,"a
a
a",,Yes,No,In the domain of Human Anatomy: Is class 'Palpebral Conjunctiva' a subclass of Incisor?,,,
568814787,false,finalized,3,10/11/2014 04:09:20,2,1.0,"a
a
a",,Yes,No,In the domain of Human Anatomy: Is class 'Palpebral Conjunctiva' a subclass of 'Lower Jaw Tooth'?,,,
568814788,false,finalized,3,10/11/2014 07:40:53,2,1.0,"n
n
n",,Yes,No,In the domain of Human Anatomy: Is class 'Vertebral Column' a subclass of 'Molar Tooth'?,,,
568814789,false,finalized,3,10/11/2014 07:44:09,2,1.0,"n
n
n",,Yes,No,In the domain of Human Anatomy: Is class 'Vertebral Column' a subclass of 'Lower Jaw Tooth'?,,,
568814790,false,finalized,3,10/11/2014 01:03:23,1,1.0,"h
h
h",,Yes,No,In the domain of Human Anatomy: Is class 'Posterior Tooth' a subclass of Tooth?,,,
568814791,false,finalized,3,10/11/2014 06:22:50,1,1.0,"0
0
h",,Yes,No,In the domain of Human Anatomy: Is class 'Tooth 30' a subclass of 'Posterior Tooth'?,,,
568814792,false,finalized,3,10/11/2014 07:44:12,1,1.0,"h
h
h",,Yes,No,In the domain of Human Anatomy: Is class 'Permanent Tooth' a subclass of Tooth?,,,
568814793,false,finalized,3,10/11/2014 04:48:18,1,0.6613,"h
h
h",,Yes,No,In the domain of Human Anatomy: Is class 'Molar Tooth' a subclass of 'Permanent Tooth'?,,,
568814794,false,finalized,3,10/11/2014 04:48:46,1,1.0,"r
r
r",,Yes,No,In the domain of Human Anatomy: Is class 'Upper Jaw Molar' a subclass of 'Molar Tooth'?,,,
568814795,false,finalized,3,10/11/2014 14:53:28,1,1.0,"r
r
r",,Yes,No,In the domain of Human Anatomy: Is class 'Upper Jaw Molar' a subclass of 'Upper Jaw Tooth'?,,,
568814796,false,finalized,3,10/11/2014 07:21:52,1,1.0,"h
h
h",,Yes,No,In the domain of Human Anatomy: Is class 'Canine Tooth' a subclass of 'Permanent Tooth'?,,,
568814797,false,finalized,3,10/12/2014 01:14:24,1,0.6557,"h
h
h",,Yes,No,In the domain of Human Anatomy: Is class 'Bicuspid Tooth' a subclass of 'Permanent Tooth'?,,,
568814798,false,finalized,3,10/11/2014 06:11:02,1,1.0,"r
r
r",,Yes,No,In the domain of Human Anatomy: Is class Incisor a subclass of 'Permanent Tooth'?,,,
568814799,false,finalized,3,10/11/2014 06:40:23,2,1.0,"d
d
d",,Yes,No,In the domain of Human Anatomy: Is class Pyramid a subclass of Incisor?,,,
568814800,false,finalized,3,10/11/2014 07:43:10,2,1.0,"d
d
d",,Yes,No,In the domain of Human Anatomy: Is class Pyramid a subclass of 'Upper Jaw Tooth'?,,,
568814801,false,finalized,3,10/11/2014 07:47:32,1,1.0,"h
h
h",,Yes,No,In the domain of Human Anatomy: Is class 'Upper Jaw Tooth' a subclass of Tooth?,,,
568814802,false,finalized,3,10/11/2014 14:38:44,1,1.0,"h
h
h",,Yes,No,In the domain of Human Anatomy: Is class 'Temporary Tooth' a subclass of Tooth?,,,
568814803,false,finalized,3,10/11/2014 08:09:54,1,0.6667,"c
c
c",,Yes,No,In the domain of Human Anatomy: Is class 'Lacrimal Sac' a subclass of 'Head and Neck Part'?,,,
568814804,false,finalized,3,10/12/2014 06:15:15,2,1.0,"n
n
n",,Yes,No,In the domain of Human Anatomy: Is class 'Pancreatic Exocrine Secretion' a subclass of 'Head and Neck Part'?,,,
568814805,false,finalized,3,10/11/2014 08:29:11,1,0.6564,"s
s
s",,Yes,No,In the domain of Human Anatomy: Is class Epiglottis a subclass of 'Head and Neck Part'?,,,
568814806,false,finalized,3,10/11/2014 14:51:58,2,1.0,"d
d
d",,Yes,No,In the domain of Human Anatomy: Is class Gonad a subclass of 'Head and Neck Part'?,,,
568814807,false,finalized,3,10/11/2014 08:51:09,1,0.6612,"e
e
e",,Yes,No,In the domain of Human Anatomy: Is class 'Soft Palate' a subclass of 'Head and Neck Part'?,,,
568814808,false,finalized,3,10/12/2014 01:22:33,1,0.6694,"y
y
y",,Yes,No,In the domain of Human Anatomy: Is class 'Angular Artery' a subclass of 'Head and Neck Part'?,,,
568814809,false,finalized,3,10/11/2014 07:57:49,2,1.0,"r
r
r",,Yes,No,In the domain of Human Anatomy: Is class 'Internal Anal Sphincter' a subclass of 'Head and Neck Part'?,,,
568814810,false,finalized,3,10/12/2014 00:52:39,2,1.0,"s
s
s",,Yes,No,In the domain of Human Anatomy: Is class Menses a subclass of 'Head and Neck Part'?,,,
568814811,false,finalized,3,10/11/2014 08:28:19,1,1.0,"d
d
d",,Yes,No,In the domain of Human Anatomy: Is class 'Superior Palpebral Fold' a subclass of 'Head and Neck Part'?,,,
568814812,false,finalized,3,10/11/2014 14:48:13,2,0.6777,"x
x
x",,Yes,No,In the domain of Human Anatomy: Is class 'Lateral Wall of the Oropharynx' a subclass of 'Head and Neck Part'?,,,
568814813,false,finalized,3,10/11/2014 15:14:55,1,0.6612,"e
e
e",,Yes,No,In the domain of Human Anatomy: Is class 'Posterior Chamber of the Eye' a subclass of 'Head and Neck Part'?,,,
568814814,false,finalized,3,10/12/2014 01:28:32,2,1.0,"t
t
t",,Yes,No,In the domain of Human Anatomy: Is class 'Hilar Portion of the Right Hepatic Duct' a subclass of 'Head and Neck Part'?,,,
568814815,false,finalized,3,10/12/2014 01:10:01,1,0.6694,"p
p
p",,Yes,No,In the domain of Human Anatomy: Is class 'Mucosa of the Lower Lip' a subclass of 'Head and Neck Part'?,,,
568814816,false,finalized,3,10/11/2014 08:11:32,1,0.6612,"d
d
d",,Yes,No,In the domain of Human Anatomy: Is class 'Hypopharyngeal Aspect of the Aryteno-epiglottic Fold' a subclass of 'Head and Neck Part'?,,,
568814817,false,finalized,3,10/11/2014 08:12:49,1,0.6667,"x
x
x",,Yes,No,In the domain of Human Anatomy: Is class 'Anterior Wall of the Nasopharynx' a subclass of 'Head and Neck Part'?,,,
568814818,false,finalized,3,10/12/2014 01:22:13,2,0.6557,"s
s
s",,Yes,No,In the domain of Human Anatomy: Is class 'Nasal Mucus' a subclass of 'Head and Neck Part'?,,,
568814819,false,finalized,3,10/11/2014 14:52:46,2,1.0,"m
m
m",,Yes,No,In the domain of Human Anatomy: Is class 'Arterial System Endothelium' a subclass of 'Head and Neck Part'?,,,
568814820,false,finalized,3,10/11/2014 07:51:50,1,1.0,"e
e
e",,Yes,No,In the domain of Human Anatomy: Is class 'Thyroid Gland Lobe' a subclass of 'Endocrine System Part'?,,,
568814821,false,finalized,3,10/11/2014 15:12:48,1,0.6564,"e
e
e",,Yes,No,In the domain of Human Anatomy: Is class 'Thyroid Gland Lobe' a subclass of 'Head and Neck Part'?,,,
568814822,false,finalized,3,10/11/2014 14:35:33,2,1.0,"n
n
n",,Yes,No,In the domain of Human Anatomy: Is class 'Ovarian Vein' a subclass of 'Thyroid Gland Lobe'?,,,
